toCheck,checked,checkedOld,checkedAlt,explanation,wordType,originalWordGender,originalWordNumb,wordID
toute-puissante,,toute-puissant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20799
toutes,,tout‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20800
toutes-puissantes,,toutes-puissant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20801
toxicos,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20802
traçante,,traçant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20803
traçantes,,traçant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20804
tracassier,tracassier‧ère,tracassier‧ère,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20805
tracassières,tracassier‧ère‧s,tracassier‧ère‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20806
traceur,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20807
traceurs,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20808
traceuse,,traceux‧euse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20809
traceuses,,traceux‧euses,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20810
trachéal,,trachéal‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20811
trachéale,,trachéale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20812
tracté,tracté‧e,tracté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20813
tractés,tracté‧e‧s,tracté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20814
tracteur,,tracteur‧trice,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20815
tracteurs,,tracteur‧trice‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20816
traditionnel,,traditionnel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20817
traditionnelle,,traditionnel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20818
traditionnelles,,traditionnel‧le‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20819
traditionnels,,traditionnel‧le‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20820
traduisibles,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20821
tragi-comique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20822
tragi-comiques,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20823
trahi,,trahi‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20824
trahie,,trahi‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20825
trahies,,trahi‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20826
trahis,,trahi‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20827
trahissant,,trahissant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20828
traînant,,traînant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20829
traînante,,traînant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20830
traînantes,,traînant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20831
traînants,,traînant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20832
traînard,,traînard,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20833
traînarde,,traînarde,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20834
traînards,,traînard‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20835
traînée,traîné‧e,traîné‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20836
traînées,traîné‧e‧s,traîné‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20837
trait,,trait‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20838
traitable,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20839
traitant,,traitant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20840
traitante,,traitant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20841
traitants,,traitant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20842
traite,,trait‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20843
traité,traité‧e,traité‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20844
traitée,traité‧e,traité‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20845
traitées,traité‧e‧s,traité‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20846
traites,,trait‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20847
traités,traité‧e‧s,traité‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20848
traître,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20849
traîtres,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20850
traîtresse,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20851
traîtresses,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20852
traits,,trait‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20853
tranchant,,tranchant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20854
tranchante,,tranchant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20855
tranchantes,,tranchant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20856
tranchants,,tranchant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20857
tranché,tranché‧e,tranché‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20858
tranchée,tranché‧e,tranché‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20859
tranchées,tranché‧e‧s,tranché‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20860
tranchés,tranché‧e‧s,tranché‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20861
tranquillisant,,tranquillisant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20862
tranquillisante,,tranquillisant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20863
tranquillisantes,,tranquillisant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20864
tranquillisants,,tranquillisant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20865
trans,,tran‧ne‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20866
transactionnelle,,transactionnel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20867
transafricain,,transafricain‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20868
transalpines,,transalpines,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20869
transamazonienne,transamazonienne,transamazonien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20870
transcanadienne,transcanadienne,transcanadien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20871
transcaspien,transcaspien‧ne,transcaspien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20872
transcendant,,transcendant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20873
transcendantal,,transcendantal‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20874
transcendantale,,transcendantale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20875
transcendantales,,transcendantaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20876
transcendante,,transcendant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20877
transcendantes,,transcendant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20878
transcendants,,transcendant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20879
transcontinental,,transcontinental‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20880
transcontinentale,,transcontinentale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20881
transcutané,transcutané‧e,transcutané‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20882
transdermique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20883
transformant,,transformant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20884
transformateur,,transformateur‧trice,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20885
transformateurs,,transformateur‧trice‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20886
transformatrice,,transformateur‧trice,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20887
transformé,transformé‧e,transformé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20888
transformée,transformé‧e,transformé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20889
transformés,transformé‧e‧s,transformé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20890
transfusé,transfusé‧e,transfusé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20891
transhumant,,transhumant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20892
transhumantes,,transhumant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20893
transhumants,,transhumant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20894
transi,,transi‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20895
transie,,transi‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20896
transies,,transi‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20897
transis,,transi‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20898
transistorisées,transistorisé‧e‧s,transistorisé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20899
transistorisés,transistorisé‧e‧s,transistorisé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20900
transitaire,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20901
transitif,transitif‧ve,transitif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20902
transitifs,transitif‧ve‧s,transitif‧ve‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20903
transitionnel,,transitionnel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20904
transitionnelle,,transitionnel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20905
transmis,,transmi‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20906
transmise,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20907
transmises,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20908
transmissibles,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20909
transnational,,transnational‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20910
transnationaux,,transnationaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20911
transocéaniques,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20912
transparent,,transparent‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20913
transparente,,transparent‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20914
transparentes,,transparent‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20915
transparents,,transparent‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20916
transpirant,,transpirant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20917
transpirante,,transpirant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20918
transpirants,,transpirant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20919
transplantable,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20920
transplanté,transplanté‧e,transplanté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20921
transplantée,transplanté‧e,transplanté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20922
transplantées,transplanté‧e‧s,transplanté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20923
transplantés,transplanté‧e‧s,transplanté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20924
transportables,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20925
transporteur,,transporteur‧trice,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20926
transporteurs,,transporteur‧trice‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20927
transporteuse,,transporteur‧teuse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20928
transposable,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20929
transposables,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20930
transposée,transposé‧e,transposé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20931
transsaharienne,transsaharienne,transsaharien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20932
transsexuel,,transsexuel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20933
transsexuelle,,transsexuel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20934
transsexuels,,transsexuel‧le‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20935
transsibérienne,transsibérienne,transsibérien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20936
transuranienne,transuranienne,transuranien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20937
transversal,,transversal‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20938
transversale,,transversale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20939
transversales,,transversaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20940
transversaux,,transversaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20941
transverse,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20942
transylvain,,transylvain‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20943
transylvanienne,transylvanienne,transylvanien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20944
trapézoïdal,,trapézoïdal‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20945
trapézoïdale,,trapézoïdale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20946
trapézoïdales,,trapézoïdaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20947
trapézoïdaux,,trapézoïdaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20948
trapu,trapu‧e,trapu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20949
trapue,trapu‧e,trapu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20950
trapues,trapu‧e‧s,trapu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20951
trapus,trapu‧e‧s,trapu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20952
traumatisant,,traumatisant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20953
traumatisante,,traumatisant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20954
traumatisantes,,traumatisant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20955
traumatisants,,traumatisant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20956
traumatologique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20957
travaillé,travaillé‧e,travaillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20958
travaillée,travaillé‧e,travaillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20959
travaillées,travaillé‧e‧s,travaillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20960
travaillés,travaillé‧e‧s,travaillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20961
travailleur,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20962
